Group,Year,County,Enrollment
Hispanic Students,2006,VENTURA COUNTY,68465
Hispanic Students,2006,YOLO COUNTY,11926
Hispanic Students,2006,YUBA COUNTY,3817
Hispanic Students,2005,ALAMEDA COUNTY,58424
Hispanic Students,2005,ALPINE COUNTY,2
Hispanic Students,2005,AMADOR COUNTY,708
Hispanic Students,2005,BUTTE COUNTY,5197
Hispanic Students,2005,CALAVERAS COUNTY,624
Hispanic Students,2005,COLUSA COUNTY,2793
Hispanic Students,2005,CONTRA COSTA COUNTY,43079
Hispanic Students,2005,DEL NORTE COUNTY,720
Hispanic Students,2005,EL DORADO COUNTY,3599
Hispanic Students,2005,FRESNO COUNTY,106014
Hispanic Students,2005,GLENN COUNTY,2391
Hispanic Students,2005,HUMBOLDT COUNTY,1876
Hispanic Students,2005,IMPERIAL COUNTY,31574
Hispanic Students,2005,INYO COUNTY,696
Hispanic Students,2005,KERN COUNTY,92405
Hispanic Students,2005,KINGS COUNTY,15458
Hispanic Students,2005,LAKE COUNTY,1894
Hispanic Students,2005,LASSEN COUNTY,780
Hispanic Students,2005,LOS ANGELES COUNTY,1060186
Hispanic Students,2005,MADERA COUNTY,17286
Hispanic Students,2005,MARIN COUNTY,5503
Hispanic Students,2005,MARIPOSA COUNTY,166
Hispanic Students,2005,MENDOCINO COUNTY,4119
Hispanic Students,2005,MERCED COUNTY,33309
Hispanic Students,2005,MODOC COUNTY,198
Hispanic Students,2005,MONO COUNTY,699
Hispanic Students,2005,MONTEREY COUNTY,49429
Hispanic Students,2005,NAPA COUNTY,8292
Hispanic Students,2005,NEVADA COUNTY,1329
Hispanic Students,2005,ORANGE COUNTY,226460
Hispanic Students,2005,PLACER COUNTY,6747
Hispanic Students,2005,PLUMAS COUNTY,316
Hispanic Students,2005,RIVERSIDE COUNTY,210923
Hispanic Students,2005,SACRAMENTO COUNTY,56778
Hispanic Students,2005,SAN BENITO COUNTY,7036
Hispanic Students,2005,SAN BERNARDINO COUNTY,229548
Hispanic Students,2005,SAN DIEGO COUNTY,211560
Hispanic Students,2005,SAN FRANCISCO COUNTY,12851
Hispanic Students,2005,SAN JOAQUIN COUNTY,56946
Hispanic Students,2005,SAN LUIS OBISPO COUNTY,9704
Hispanic Students,2005,SAN MATEO COUNTY,29722
Hispanic Students,2005,SANTA BARBARA COUNTY,38191
Hispanic Students,2005,SANTA CLARA COUNTY,91012
Hispanic Students,2005,SANTA CRUZ COUNTY,17591
Hispanic Students,2005,SHASTA COUNTY,2310
Hispanic Students,2005,SIERRA COUNTY,54
Hispanic Students,2005,SISKIYOU COUNTY,928
Hispanic Students,2005,SOLANO COUNTY,18817
Hispanic Students,2005,SONOMA COUNTY,22376
Hispanic Students,2005,STANISLAUS COUNTY,50257
Hispanic Students,2005,SUTTER COUNTY,5474
Hispanic Students,2005,TEHAMA COUNTY,3328
Hispanic Students,2005,TRINITY COUNTY,124
Hispanic Students,2005,TULARE COUNTY,61869
Hispanic Students,2005,TUOLUMNE COUNTY,705
Hispanic Students,2005,VENTURA COUNTY,67690
Hispanic Students,2005,YOLO COUNTY,11858
Hispanic Students,2005,YUBA COUNTY,3526
Hispanic Students,2004,ALAMEDA COUNTY,57351
Hispanic Students,2004,ALPINE COUNTY,4
Hispanic Students,2004,AMADOR COUNTY,725
Hispanic Students,2004,BUTTE COUNTY,5195
Hispanic Students,2004,CALAVERAS COUNTY,588
Hispanic Students,2004,COLUSA COUNTY,2723
Hispanic Students,2004,CONTRA COSTA COUNTY,42039
Hispanic Students,2004,DEL NORTE COUNTY,677
Hispanic Students,2004,EL DORADO COUNTY,3541
Hispanic Students,2004,FRESNO COUNTY,104256
Hispanic Students,2004,GLENN COUNTY,2294
Hispanic Students,2004,HUMBOLDT COUNTY,1808
Hispanic Students,2004,IMPERIAL COUNTY,31074
Hispanic Students,2004,INYO COUNTY,692
Hispanic Students,2004,KERN COUNTY,87453
Hispanic Students,2004,KINGS COUNTY,15319
Hispanic Students,2004,LAKE COUNTY,2004
Hispanic Students,2004,LASSEN COUNTY,811
Hispanic Students,2004,LOS ANGELES COUNTY,1069297
Hispanic Students,2004,MADERA COUNTY,16722
Hispanic Students,2004,MARIN COUNTY,5137
Hispanic Students,2004,MARIPOSA COUNTY,175
Hispanic Students,2004,MENDOCINO COUNTY,3995
Hispanic Students,2004,MERCED COUNTY,32047
Hispanic Students,2004,MODOC COUNTY,185
Hispanic Students,2004,MONO COUNTY,634
Hispanic Students,2004,MONTEREY COUNTY,50203
Hispanic Students,2004,NAPA COUNTY,8019
Hispanic Students,2004,NEVADA COUNTY,1266
Hispanic Students,2004,ORANGE COUNTY,228163
Hispanic Students,2004,PLACER COUNTY,6213
Hispanic Students,2004,PLUMAS COUNTY,316
Hispanic Students,2004,RIVERSIDE COUNTY,196763
Hispanic Students,2004,SACRAMENTO COUNTY,53780
Hispanic Students,2004,SAN BENITO COUNTY,6860
Hispanic Students,2004,SAN BERNARDINO COUNTY,221365
Hispanic Students,2004,SAN DIEGO COUNTY,208274
Hispanic Students,2004,SAN FRANCISCO COUNTY,12913
Hispanic Students,2004,SAN JOAQUIN COUNTY,54818
Hispanic Students,2004,SAN LUIS OBISPO COUNTY,9464
Hispanic Students,2004,SAN MATEO COUNTY,29535
Hispanic Students,2004,SANTA BARBARA COUNTY,37748
Hispanic Students,2004,SANTA CLARA COUNTY,89297
Hispanic Students,2004,SANTA CRUZ COUNTY,17382
Hispanic Students,2004,SHASTA COUNTY,2238
Hispanic Students,2004,SIERRA COUNTY,58
Hispanic Students,2004,SISKIYOU COUNTY,943
Hispanic Students,2004,SOLANO COUNTY,18106
Hispanic Students,2004,SONOMA COUNTY,21232
Hispanic Students,2004,STANISLAUS COUNTY,48355
Hispanic Students,2004,SUTTER COUNTY,5207
Hispanic Students,2004,TEHAMA COUNTY,3150
Hispanic Students,2004,TRINITY COUNTY,114
Hispanic Students,2004,TULARE COUNTY,60189
Hispanic Students,2004,TUOLUMNE COUNTY,655
Hispanic Students,2004,VENTURA COUNTY,66914
Hispanic Students,2004,YOLO COUNTY,11650
Hispanic Students,2004,YUBA COUNTY,3297
Hispanic Students,2003,ALAMEDA COUNTY,57030
Hispanic Students,2003,ALPINE COUNTY,2
Hispanic Students,2003,AMADOR COUNTY,707
Hispanic Students,2003,BUTTE COUNTY,4986
Hispanic Students,2003,CALAVERAS COUNTY,552
Hispanic Students,2003,COLUSA COUNTY,2648
Hispanic Students,2003,CONTRA COSTA COUNTY,40233
Hispanic Students,2003,DEL NORTE COUNTY,711
Hispanic Students,2003,EL DORADO COUNTY,3901
Hispanic Students,2003,FRESNO COUNTY,101979
Hispanic Students,2003,GLENN COUNTY,2590
Hispanic Students,2003,HUMBOLDT COUNTY,1674
Hispanic Students,2003,IMPERIAL COUNTY,29474
Hispanic Students,2003,INYO COUNTY,630
Hispanic Students,2003,KERN COUNTY,81805
Hispanic Students,2003,KINGS COUNTY,14958
Hispanic Students,2003,LAKE COUNTY,1794
Hispanic Students,2003,LASSEN COUNTY,899
Hispanic Students,2003,LOS ANGELES COUNTY,1067584
Hispanic Students,2003,MADERA COUNTY,15977
Hispanic Students,2003,MARIN COUNTY,4939
Hispanic Students,2003,MARIPOSA COUNTY,174
Hispanic Students,2003,MENDOCINO COUNTY,3949
Hispanic Students,2003,MERCED COUNTY,30654
Hispanic Students,2003,MODOC COUNTY,194
Hispanic Students,2003,MONO COUNTY,560
Hispanic Students,2003,MONTEREY COUNTY,49980
Hispanic Students,2003,NAPA COUNTY,7632
Hispanic Students,2003,NEVADA COUNTY,1809
Hispanic Students,2003,ORANGE COUNTY,226832
Hispanic Students,2003,PLACER COUNTY,5423
Hispanic Students,2003,PLUMAS COUNTY,306
Hispanic Students,2003,RIVERSIDE COUNTY,184314
Hispanic Students,2003,SACRAMENTO COUNTY,50908
Hispanic Students,2003,SAN BENITO COUNTY,6679
Hispanic Students,2003,SAN BERNARDINO COUNTY,211677
Hispanic Students,2003,SAN DIEGO COUNTY,203422
Hispanic Students,2003,SAN FRANCISCO COUNTY,12870
Hispanic Students,2003,SAN JOAQUIN COUNTY,51518
Hispanic Students,2003,SAN LUIS OBISPO COUNTY,9432
Hispanic Students,2003,SAN MATEO COUNTY,29354
Hispanic Students,2003,SANTA BARBARA COUNTY,36944
Hispanic Students,2003,SANTA CLARA COUNTY,88000
Hispanic Students,2003,SANTA CRUZ COUNTY,17260
Hispanic Students,2003,SHASTA COUNTY,2059
Hispanic Students,2003,SIERRA COUNTY,66
Hispanic Students,2003,SISKIYOU COUNTY,903
Hispanic Students,2003,SOLANO COUNTY,17300
Hispanic Students,2003,SONOMA COUNTY,19921
Hispanic Students,2003,STANISLAUS COUNTY,46345
Hispanic Students,2003,SUTTER COUNTY,5051
Hispanic Students,2003,TEHAMA COUNTY,2791
Hispanic Students,2003,TRINITY COUNTY,123
Hispanic Students,2003,TULARE COUNTY,57945
Hispanic Students,2003,TUOLUMNE COUNTY,622
Hispanic Students,2003,VENTURA COUNTY,65855
Hispanic Students,2003,YOLO COUNTY,11268
Hispanic Students,2003,YUBA COUNTY,3115
Hispanic Students,2002,ALAMEDA COUNTY,56003
Hispanic Students,2002,ALPINE COUNTY,2
Hispanic Students,2002,AMADOR COUNTY,682
Hispanic Students,2002,BUTTE COUNTY,4764
Hispanic Students,2002,CALAVERAS COUNTY,544
Hispanic Students,2002,COLUSA COUNTY,2624
Hispanic Students,2002,CONTRA COSTA COUNTY,38158
Hispanic Students,2002,DEL NORTE COUNTY,614
Hispanic Students,2002,EL DORADO COUNTY,4011
Hispanic Students,2002,FRESNO COUNTY,98766
Hispanic Students,2002,GLENN COUNTY,2493
Hispanic Students,2002,HUMBOLDT COUNTY,1682
Hispanic Students,2002,IMPERIAL COUNTY,29117
Hispanic Students,2002,INYO COUNTY,610
Hispanic Students,2002,KERN COUNTY,77035
Hispanic Students,2002,KINGS COUNTY,14222
Hispanic Students,2002,LAKE COUNTY,1735
Hispanic Students,2002,LASSEN COUNTY,884
Hispanic Students,2002,LOS ANGELES COUNTY,1053288
Hispanic Students,2002,MADERA COUNTY,15400
Hispanic Students,2002,MARIN COUNTY,4724
Hispanic Students,2002,MARIPOSA COUNTY,179
Hispanic Students,2002,MENDOCINO COUNTY,3877
Hispanic Students,2002,MERCED COUNTY,29494
Hispanic Students,2002,MODOC COUNTY,192
Hispanic Students,2002,MONO COUNTY,543
Hispanic Students,2002,MONTEREY COUNTY,48636
Hispanic Students,2002,NAPA COUNTY,7707
Hispanic Students,2002,NEVADA COUNTY,1785
Hispanic Students,2002,ORANGE COUNTY,223315
Hispanic Students,2002,PLACER COUNTY,5267
Hispanic Students,2002,PLUMAS COUNTY,317
Hispanic Students,2002,RIVERSIDE COUNTY,172215
Hispanic Students,2002,SACRAMENTO COUNTY,47587
Hispanic Students,2002,SAN BENITO COUNTY,6605
Hispanic Students,2002,SAN BERNARDINO COUNTY,202106
Hispanic Students,2002,SAN DIEGO COUNTY,198498
Hispanic Students,2002,SAN FRANCISCO COUNTY,12954
Hispanic Students,2002,SAN JOAQUIN COUNTY,48077
Hispanic Students,2002,SAN LUIS OBISPO COUNTY,9384
Hispanic Students,2002,SAN MATEO COUNTY,29095
Hispanic Students,2002,SANTA BARBARA COUNTY,35657
Hispanic Students,2002,SANTA CLARA COUNTY,85599
Hispanic Students,2002,SANTA CRUZ COUNTY,17373
Hispanic Students,2002,SHASTA COUNTY,2034
Hispanic Students,2002,SIERRA COUNTY,50
Hispanic Students,2002,SISKIYOU COUNTY,884
Hispanic Students,2002,SOLANO COUNTY,16740
Hispanic Students,2002,SONOMA COUNTY,18829
Hispanic Students,2002,STANISLAUS COUNTY,44559
Hispanic Students,2002,SUTTER COUNTY,4879
Hispanic Students,2002,TEHAMA COUNTY,2590
Hispanic Students,2002,TRINITY COUNTY,106
Hispanic Students,2002,TULARE COUNTY,55948
Hispanic Students,2002,TUOLUMNE COUNTY,595
Hispanic Students,2002,VENTURA COUNTY,64459
Hispanic Students,2002,YOLO COUNTY,11013
Hispanic Students,2002,YUBA COUNTY,2998
Hispanic Students,2001,ALAMEDA COUNTY,54054
Hispanic Students,2001,ALPINE COUNTY,6
Hispanic Students,2001,AMADOR COUNTY,675
Hispanic Students,2001,BUTTE COUNTY,4708
Hispanic Students,2001,CALAVERAS COUNTY,506
Hispanic Students,2001,COLUSA COUNTY,2596
Hispanic Students,2001,CONTRA COSTA COUNTY,35835
Hispanic Students,2001,DEL NORTE COUNTY,593
Hispanic Students,2001,EL DORADO COUNTY,3276
Hispanic Students,2001,FRESNO COUNTY,95875
Hispanic Students,2001,GLENN COUNTY,2417
Hispanic Students,2001,HUMBOLDT COUNTY,1557
Hispanic Students,2001,IMPERIAL COUNTY,28268
Hispanic Students,2001,INYO COUNTY,551
Hispanic Students,2001,KERN COUNTY,72950
Hispanic Students,2001,KINGS COUNTY,13650
Hispanic Students,2001,LAKE COUNTY,1618
Hispanic Students,2001,LASSEN COUNTY,481
Hispanic Students,2001,LOS ANGELES COUNTY,1027562
Hispanic Students,2001,MADERA COUNTY,14502
Hispanic Students,2001,MARIN COUNTY,4568
Hispanic Students,2001,MARIPOSA COUNTY,195
Hispanic Students,2001,MENDOCINO COUNTY,3639
Hispanic Students,2001,MERCED COUNTY,28535
Hispanic Students,2001,MODOC COUNTY,473
Hispanic Students,2001,MONO COUNTY,638
Hispanic Students,2001,MONTEREY COUNTY,46034
Hispanic Students,2001,NAPA COUNTY,7127
Hispanic Students,2001,NEVADA COUNTY,739
Hispanic Students,2001,ORANGE COUNTY,216070
Hispanic Students,2001,PLACER COUNTY,6235
Hispanic Students,2001,PLUMAS COUNTY,310
Hispanic Students,2001,RIVERSIDE COUNTY,159468
Hispanic Students,2001,SACRAMENTO COUNTY,44914
Hispanic Students,2001,SAN BENITO COUNTY,6404
Hispanic Students,2001,SAN BERNARDINO COUNTY,190457
Hispanic Students,2001,SAN DIEGO COUNTY,192146
Hispanic Students,2001,SAN FRANCISCO COUNTY,13141
Hispanic Students,2001,SAN JOAQUIN COUNTY,45111
Hispanic Students,2001,SAN LUIS OBISPO COUNTY,9059
Hispanic Students,2001,SAN MATEO COUNTY,28882
Hispanic Students,2001,SANTA BARBARA COUNTY,34535
Hispanic Students,2001,SANTA CLARA COUNTY,83340
Hispanic Students,2001,SANTA CRUZ COUNTY,18756
Hispanic Students,2001,SHASTA COUNTY,1952
Hispanic Students,2001,SIERRA COUNTY,52
Hispanic Students,2001,SISKIYOU COUNTY,593
Hispanic Students,2001,SOLANO COUNTY,15662
Hispanic Students,2001,SONOMA COUNTY,17747
Hispanic Students,2001,STANISLAUS COUNTY,41647
Hispanic Students,2001,SUTTER COUNTY,4662
Hispanic Students,2001,TEHAMA COUNTY,2591
Hispanic Students,2001,TRINITY COUNTY,112
Hispanic Students,2001,TULARE COUNTY,54012
Hispanic Students,2001,TUOLUMNE COUNTY,558
Hispanic Students,2001,VENTURA COUNTY,62494
Hispanic Students,2001,YOLO COUNTY,10305
Hispanic Students,2001,YUBA COUNTY,2759
Hispanic Students,2000,ALAMEDA COUNTY,52125
Hispanic Students,2000,ALPINE COUNTY,6
Hispanic Students,2000,AMADOR COUNTY,623
Hispanic Students,2000,BUTTE COUNTY,4454
Hispanic Students,2000,CALAVERAS COUNTY,490
Hispanic Students,2000,COLUSA COUNTY,2492
Hispanic Students,2000,CONTRA COSTA COUNTY,33678
Hispanic Students,2000,DEL NORTE COUNTY,563
Hispanic Students,2000,EL DORADO COUNTY,3235
Hispanic Students,2000,FRESNO COUNTY,91605
Hispanic Students,2000,GLENN COUNTY,2361
Hispanic Students,2000,HUMBOLDT COUNTY,1414
Hispanic Students,2000,IMPERIAL COUNTY,27530
Hispanic Students,2000,INYO COUNTY,524
Hispanic Students,2000,KERN COUNTY,69869
Hispanic Students,2000,KINGS COUNTY,13147
Hispanic Students,2000,LAKE COUNTY,1496
Hispanic Students,2000,LASSEN COUNTY,472
Hispanic Students,2000,LOS ANGELES COUNTY,998286
Hispanic Students,2000,MADERA COUNTY,13888
Hispanic Students,2000,MARIN COUNTY,4336
Hispanic Students,2000,MARIPOSA COUNTY,168
Hispanic Students,2000,MENDOCINO COUNTY,3421
Hispanic Students,2000,MERCED COUNTY,26716
Hispanic Students,2000,MODOC COUNTY,507
Hispanic Students,2000,MONO COUNTY,559
Hispanic Students,2000,MONTEREY COUNTY,44663
Hispanic Students,2000,NAPA COUNTY,6701
Hispanic Students,2000,NEVADA COUNTY,594
Hispanic Students,2000,ORANGE COUNTY,208470
Hispanic Students,2000,PLACER COUNTY,5560
Hispanic Students,2000,PLUMAS COUNTY,298
Hispanic Students,2000,RIVERSIDE COUNTY,148141
Hispanic Students,2000,SACRAMENTO COUNTY,41520
Hispanic Students,2000,SAN BENITO COUNTY,6317
Hispanic Students,2000,SAN BERNARDINO COUNTY,178558
Hispanic Students,2000,SAN DIEGO COUNTY,184792
Hispanic Students,2000,SAN FRANCISCO COUNTY,13380
Hispanic Students,2000,SAN JOAQUIN COUNTY,41615
Hispanic Students,2000,SAN LUIS OBISPO COUNTY,8635
Hispanic Students,2000,SAN MATEO COUNTY,29022
Hispanic Students,2000,SANTA BARBARA COUNTY,33560
Hispanic Students,2000,SANTA CLARA COUNTY,84959
Hispanic Students,2000,SANTA CRUZ COUNTY,18597
Hispanic Students,2000,SHASTA COUNTY,1797
Hispanic Students,2000,SIERRA COUNTY,369
Hispanic Students,2000,SISKIYOU COUNTY,573
Hispanic Students,2000,SOLANO COUNTY,14466
Hispanic Students,2000,SONOMA COUNTY,16442
Hispanic Students,2000,STANISLAUS COUNTY,37977
Hispanic Students,2000,SUTTER COUNTY,4514
Hispanic Students,2000,TEHAMA COUNTY,2416
Hispanic Students,2000,TRINITY COUNTY,91
Hispanic Students,2000,TULARE COUNTY,52148
Hispanic Students,2000,TUOLUMNE COUNTY,509
Hispanic Students,2000,VENTURA COUNTY,60454
Hispanic Students,2000,YOLO COUNTY,9907
Hispanic Students,2000,YUBA COUNTY,2470
Hispanic Students,1999,ALAMEDA COUNTY,49505
Hispanic Students,1999,ALPINE COUNTY,0
Hispanic Students,1999,AMADOR COUNTY,635
Hispanic Students,1999,BUTTE COUNTY,4351
Hispanic Students,1999,CALAVERAS COUNTY,431
Hispanic Students,1999,COLUSA COUNTY,2460
Hispanic Students,1999,CONTRA COSTA COUNTY,31279
Hispanic Students,1999,DEL NORTE COUNTY,563
Hispanic Students,1999,EL DORADO COUNTY,3015
Hispanic Students,1999,FRESNO COUNTY,89066
Hispanic Students,1999,GLENN COUNTY,2267
Hispanic Students,1999,HUMBOLDT COUNTY,1283
Hispanic Students,1999,IMPERIAL COUNTY,27065
Hispanic Students,1999,INYO COUNTY,465
Hispanic Students,1999,KERN COUNTY,67121
Hispanic Students,1999,KINGS COUNTY,12863
Hispanic Students,1999,LAKE COUNTY,1407
Hispanic Students,1999,LASSEN COUNTY,510
Hispanic Students,1999,LOS ANGELES COUNTY,966699
Hispanic Students,1999,MADERA COUNTY,13426
Hispanic Students,1999,MARIN COUNTY,4186
Hispanic Students,1999,MARIPOSA COUNTY,199
Hispanic Students,1999,MENDOCINO COUNTY,3215
Hispanic Students,1999,MERCED COUNTY,25606
Hispanic Students,1999,MODOC COUNTY,485
Hispanic Students,1999,MONO COUNTY,525
Hispanic Students,1999,MONTEREY COUNTY,42735
Hispanic Students,1999,NAPA COUNTY,6395
Hispanic Students,1999,NEVADA COUNTY,582
Hispanic Students,1999,ORANGE COUNTY,199244
Hispanic Students,1999,PLACER COUNTY,5244
Hispanic Students,1999,PLUMAS COUNTY,272
Hispanic Students,1999,RIVERSIDE COUNTY,138305
Hispanic Students,1999,SACRAMENTO COUNTY,38492
Hispanic Students,1999,SAN BENITO COUNTY,6068
Hispanic Students,1999,SAN BERNARDINO COUNTY,171319
Hispanic Students,1999,SAN DIEGO COUNTY,175908
Hispanic Students,1999,SAN FRANCISCO COUNTY,13420
Hispanic Students,1999,SAN JOAQUIN COUNTY,38721
Hispanic Students,1999,SAN LUIS OBISPO COUNTY,8417
Hispanic Students,1999,SAN MATEO COUNTY,28705
Hispanic Students,1999,SANTA BARBARA COUNTY,32597
Hispanic Students,1999,SANTA CLARA COUNTY,84704
Hispanic Students,1999,SANTA CRUZ COUNTY,18195
Hispanic Students,1999,SHASTA COUNTY,1618
Hispanic Students,1999,SIERRA COUNTY,515
Hispanic Students,1999,SISKIYOU COUNTY,614
Hispanic Students,1999,SOLANO COUNTY,13485
Hispanic Students,1999,SONOMA COUNTY,15293
Hispanic Students,1999,STANISLAUS COUNTY,35879
Hispanic Students,1999,SUTTER COUNTY,4317
Hispanic Students,1999,TEHAMA COUNTY,2272
Hispanic Students,1999,TRINITY COUNTY,109
Hispanic Students,1999,TULARE COUNTY,51019
Hispanic Students,1999,TUOLUMNE COUNTY,501
Hispanic Students,1999,VENTURA COUNTY,58166
Hispanic Students,1999,YOLO COUNTY,9454
Hispanic Students,1999,YUBA COUNTY,2577
Black Students,2013,ALAMEDA COUNTY,27039
Black Students,2013,ALPINE COUNTY,0
Black Students,2013,AMADOR COUNTY,28
Black Students,2013,BUTTE COUNTY,707
Black Students,2013,CALAVERAS COUNTY,57
Black Students,2013,COLUSA COUNTY,35
Black Students,2013,CONTRA COSTA COUNTY,17795
Black Students,2013,DEL NORTE COUNTY,34
Black Students,2013,EL DORADO COUNTY,297
Black Students,2013,FRESNO COUNTY,10684
Black Students,2013,GLENN COUNTY,23
Black Students,2013,HUMBOLDT COUNTY,222
Black Students,2013,IMPERIAL COUNTY,311
Black Students,2013,INYO COUNTY,18
Black Students,2013,KERN COUNTY,10041
Black Students,2013,KINGS COUNTY,1297
Black Students,2013,LAKE COUNTY,193
Black Students,2013,LASSEN COUNTY,63
Black Students,2013,LOS ANGELES COUNTY,127277
Black Students,2013,MADERA COUNTY,593
Black Students,2013,MARIN COUNTY,737
Black Students,2013,MARIPOSA COUNTY,18
Black Students,2013,MENDOCINO COUNTY,116
Black Students,2013,MERCED COUNTY,1724
Black Students,2013,MODOC COUNTY,
Black Students,2013,MONO COUNTY,
Black Students,2013,MONTEREY COUNTY,1168
Black Students,2013,NAPA COUNTY,505
Black Students,2013,NEVADA COUNTY,93
Black Students,2013,ORANGE COUNTY,7309
Black Students,2013,PLACER COUNTY,1246
Black Students,2013,PLUMAS COUNTY,32
Black Students,2013,RIVERSIDE COUNTY,
Black Students,2013,SACRAMENTO COUNTY,
Black Students,2013,SAN BENITO COUNTY,46
Black Students,2013,SAN BERNARDINO COUNTY,37199
Black Students,2013,SAN DIEGO COUNTY,
Black Students,2013,SAN FRANCISCO COUNTY,5531
Black Students,2013,SAN JOAQUIN COUNTY,11857
Black Students,2013,SAN LUIS OBISPO COUNTY,373
Black Students,2013,SAN MATEO COUNTY,1988
Black Students,2013,SANTA BARBARA COUNTY,889
Black Students,2013,SANTA CLARA COUNTY,6357
Black Students,2013,SANTA CRUZ COUNTY,346
Black Students,2013,SHASTA COUNTY,468
Black Students,2013,SIERRA COUNTY,
Black Students,2013,SISKIYOU COUNTY,97
Black Students,2013,SOLANO COUNTY,10425
Black Students,2013,SONOMA COUNTY,1186
Black Students,2013,STANISLAUS COUNTY,3157
Black Students,2013,SUTTER COUNTY,349
Black Students,2013,TEHAMA COUNTY,91
Black Students,2013,TRINITY COUNTY,6
Black Students,2013,TULARE COUNTY,1414
Black Students,2013,TUOLUMNE COUNTY,53
